"Flux"	"Abbreviation"	"OfficialName"	"Direction"	"Lower"	"Upper"
868	"H2Ot"	"H2O transport via diffusion"	"Reversible"	"None"	"None"
2159	"H2Oter"	"H2O endoplasmic reticulum transport"	"Reversible"	"None"	"None"
875	"H2Otm"	"H2O transport, mitochondrial"	"Reversible"	"None"	"None"
777	"H2Otn"	"H2O transport, nuclear"	"Reversible"	"None"	"None"
2153	"H2Otp"	"H2O transport, peroxisomal"	"Reversible"	"None"	"None"
1539	"H2Otv"	"H2O transport, vacuolar"	"Reversible"	"None"	"None"
2060	"HACD10p"	"3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2072	"HACD4p"	"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2020	"HACD5p"	"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
4687	"HACD6p"	"3-Hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
4688	"HACD7p"	"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
3080	"HACD8p"	"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
3299	"HACNHm"	"homoacontinate hydratase, mitochondrial"	"Reversible"	"None"	"None"
19563	"HBZOPT6m"	"Hydroxybenzoate octaprenyltransferase, mitochondrial"	"Irreversible"	0	"None"
704	"HCITSm"	"homocitrate synthase"	"Irreversible"	0	"None"
1175	"HCITSn"	"homocitrate synthase"	"Irreversible"	0	"None"
917	"HCO3E"	"HCO3 equilibration reaction"	"Reversible"	"None"	"None"
2911	"HCO3Em"	"HCO3 equilibration reaction"	"Reversible"	"None"	"None"
1276	"HCO3En"	"HCO3 equilibrium reaction, nuclear"	"Reversible"	"None"	"None"
20512	"HCO3tn"	"bicarbonate nuclear transport via diffusion"	"Reversible"	"None"	"None"
1466	"HCYSMT"	"homocysteine S-methyltransferase"	"Irreversible"	0	"None"
2426	"HCYSt2p"	"Homocysteine peroxisomal transport via proton symport"	"Reversible"	"None"	"None"
1925	"HDCAt"	"Hexadecanoate (n-C16:0) transport in via uniport"	"Irreversible"	0	"None"
1926	"HDCEAt"	"hexadecenoate (n-C16:1) transport in via uniport"	"Irreversible"	0	"None"
20489	"HEMEOMOm"	"Heme O monooxygenase, mitochondrial"	"Irreversible"	0	"None"
20488	"HEMEOSm"	"Heme O synthase, mitochondrial"	"Irreversible"	0	"None"
2791	"HETZK"	"hydroxyethylthiazole kinase"	"Irreversible"	0	"None"
2842	"HEX1"	"hexokinase (D-glucose:ATP)"	"Irreversible"	0	"None"
666	"HEX4"	"hexokinase (D-mannose:ATP)"	"Irreversible"	0	"None"
669	"HEX7"	"hexokinase (D-fructose:ATP)"	"Irreversible"	0	"None"
19030	"HEXCCOAtx"	"fatty acid intracellular transport"	"Reversible"	"None"	"None"
19565	"HEXDPtm"	"all-trans-hexaprenyl diphosphate transport, mitochondrial"	"Reversible"	"None"	"None"
2672	"HGNTOR"	"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)"	"Irreversible"	0	"None"
3298	"HICITDm"	"homoisocitrate dehydrogenase"	"Reversible"	"None"	"None"
340	"HISTD"	"histidinol dehydrogenase"	"Irreversible"	0	"None"
2863	"HISTP"	"histidinol-phosphatase"	"Irreversible"	0	"None"
1035	"HISTRS"	"Histidyl-tRNA synthetase"	"Irreversible"	0	"None"
1493	"HISTRSm"	"histidyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1943	"HISt2m"	"histidine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1364	"HISt2r"	"L-histidine reversible transport via proton symport"	"Reversible"	"None"	"None"
18732	"HISt6"	"L-histidine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
2668	"HKYNH"	"3-Hydroxy-L-kynurenine hydrolase"	"Irreversible"	0	"None"
4	"HMBS"	"hydroxymethylbilane synthase"	"Irreversible"	0	"None"
3061	"HMGCOAR"	"Hydroxymethylglutaryl CoA reductase"	"Reversible"	"None"	"None"
1911	"HMGCOAS"	"Hydroxymethylglutaryl CoA synthase"	"Reversible"	"None"	"None"
3182	"HMGCOASm"	"Hydroxymethylglutaryl CoA synthase, mitochondrial"	"Reversible"	"None"	"None"
1933	"HMGCOAtm"	"Hydroxymethylglutaryl-CoA reversible mitochondrial transport"	"Reversible"	"None"	"None"
128	"HMPK1"	"hydroxymethylpyrimidine kinase (ATP)"	"Irreversible"	0	"None"
1824	"HPPKm"	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, mitochondrial"	"Irreversible"	0	"None"
3686	"HPROa"	"L-hydroxyproline reductase (NAD)"	"Irreversible"	0	"None"
3687	"HPROb"	"L-hydroxyproline reductase (NADP)"	"Irreversible"	0	"None"
3560	"HPROxm"	"L-hydroxyproline dehydrogenase (NAD), mitochondrial"	"Irreversible"	0	"None"
3563	"HPROym"	"L-hydroxyproline dehydrogenase (NADP), mitochondrial"	"Irreversible"	0	"None"
1587	"HSDxi"	"homoserine dehydrogenase (NADH), irreversible"	"Irreversible"	0	"None"
3003	"HSDyi"	"homoserine dehydrogenase (NADP), irreversible"	"Irreversible"	0	"None"
3005	"HSERTA"	"homoserine O-trans-acetylase"	"Reversible"	"None"	"None"
361	"HSK"	"homoserine kinase"	"Irreversible"	0	"None"
342	"HSTPT"	"histidinol-phosphate transaminase"	"Irreversible"	0	"None"
1379	"HXANt2r"	"hypoxanthine reversible transport via proton symport"	"Reversible"	"None"	"None"
441	"HXPRT"	"hypoxanthine phosphoribosyltransferase (Hypoxanthine)"	"Irreversible"	0	"None"
1732	"HYPOE"	"hypothetical enyme"	"Irreversible"	0	"None"
19470	"IAMACt"	"Isoamyl acetate transport (extracellular)"	"Irreversible"	0	"None"
19477	"IAMOHt"	"isoamyl alcohol transport (extracellular)"	"Reversible"	"None"	"None"
19490	"IAMOHtm"	"isoamyl alcohol transport (mitochondrial)"	"Reversible"	"None"	"None"
19471	"IBUTACt"	"Isobutyl acetate transport (extracellular)"	"Irreversible"	0	"None"
19476	"IBUTOHt"	"isobutyl alcohol transport (extracellular)"	"Reversible"	"None"	"None"
19489	"IBUTOHtm"	"isobutyl alcohol transport (mitochondrial)"	"Reversible"	"None"	"None"
486	"ICDHxm"	"Isocitrate dehydrogenase (NAD+)"	"Irreversible"	0	"None"
3109	"ICDHy"	"isocitrate dehydrogenase (NADP)"	"Irreversible"	0	"None"
493	"ICDHym"	"Isocitrate dehydrogenase (NADP+)"	"Irreversible"	0	"None"
489	"ICDHyp"	"Isocitrate dehydrogenase (NADP+)"	"Irreversible"	0	"None"
546	"ICL"	"Isocitrate lyase"	"Irreversible"	0	"None"
19487	"ID3ACALDt"	"Indoleacetaldehyde transport (extracellular)"	"Reversible"	"None"	"None"
1671	"ID3ACALDtm"	"indole-3-acetaldehyde mitochondrial transport via diffusion"	"Reversible"	"None"	"None"
1020	"IG3PS"	"Imidazole-glycerol-3-phosphate synthase"	"Irreversible"	0	"None"
341	"IGPDH"	"imidazoleglycerol-phosphate dehydratase"	"Irreversible"	0	"None"
334	"IGPS"	"indole-3-glycerol-phosphate synthase"	"Irreversible"	0	"None"
319	"ILETA"	"isoleucine transaminase"	"Reversible"	"None"	"None"
1326	"ILETAm"	"isoleucine transaminase, mitochondrial"	"Reversible"	"None"	"None"
1025	"ILETRS"	"Isoleucyl-tRNA synthetase"	"Irreversible"	0	"None"
1695	"ILETRSm"	"isoleucyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1365	"ILEt2r"	"L-isoleucine reversible transport via proton symport"	"Reversible"	"None"	"None"
18738	"ILEt6"	"L-isoleucine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
18745	"ILEt7"	"L-isoleucine transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
21741	"ILEtmi"	"Isoleucine transport from mitochondria to cytosol"	"Irreversible"	0	"None"
399	"IMPC"	"IMP cyclohydrolase"	"Reversible"	"None"	"None"
400	"IMPD"	"IMP dehydrogenase"	"Irreversible"	0	"None"
2389	"IND3ACtm"	"indole-3-acetate mitochondrial transport via diffusion"	"Reversible"	"None"	"None"
19478	"IND3ETHt"	"Tryptophol transport (extracellular"	"Reversible"	"None"	"None"
19491	"IND3ETHtm"	"Tryptophol transport (mitochondrial)"	"Reversible"	"None"	"None"
3216	"INDPYRD"	"Indole-3-pyruvate decarboxylase"	"Reversible"	"None"	"None"
1082	"INSK"	"insosine kinase"	"Irreversible"	0	"None"
572	"INSTt2"	"inositol transport in via proton symport"	"Irreversible"	0	"None"
2721	"INSt2"	"inosine transport in via proton symport"	"Irreversible"	0	"None"
18498	"IPC124PLC_SC"	"inositol phosphorylceramide, ceramide-1 (24C) phospholipase C"	"Irreversible"	0	"None"
18499	"IPC126PLC_SC"	"inositol phosphorylceramide, ceramide-1 (26C) phospholipase C"	"Irreversible"	0	"None"
18500	"IPC224PLC_SC"	"inositol phosphorylceramide, ceramide-2 (24C) phospholipase C"	"Irreversible"	0	"None"
18501	"IPC226PLC_SC"	"inositol phosphorylceramide, ceramide-2 (26C) phospholipase C"	"Irreversible"	0	"None"
18502	"IPC324PLC_SC"	"inositol phosphorylceramide, ceramide-3 (24C) phospholipase C"	"Irreversible"	0	"None"
18503	"IPC326PLC_SC"	"inositol phosphorylceramide, ceramide-3 (26C) phospholipase C"	"Irreversible"	0	"None"
1637	"IPCS124_SC"	"Inositol phosphorylceramide synthase (ceramide-1, 24C), yeast-specific"	"Irreversible"	0	"None"
1636	"IPCS126_SC"	"Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific"	"Irreversible"	0	"None"
1635	"IPCS224_SC"	"Inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific"	"Irreversible"	0	"None"
3010	"IPCS226_SC"	"Inositol phosphoryceramide synthase (ceramide-2, 26C), yeast-specific"	"Irreversible"	0	"None"
3093	"IPCS324_SC"	"Inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific"	"Irreversible"	0	"None"
3008	"IPCS326_SC"	"Inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific"	"Irreversible"	0	"None"
107	"IPDDI"	"isopentenyl-diphosphate D-isomerase"	"Reversible"	"None"	"None"
19589	"IPDPtm"	"Isopentenyl diphosphate transport, mitochondrial"	"Reversible"	"None"	"None"
318	"IPMD"	"3-isopropylmalate dehydrogenase"	"Irreversible"	0	"None"
322	"IPPMIa"	"3-isopropylmalate dehydratase"	"Reversible"	"None"	"None"
323	"IPPMIb"	"2-isopropylmalate hydratase"	"Reversible"	"None"	"None"
2858	"IPPS"	"2-isopropylmalate synthase"	"Irreversible"	0	"None"
1327	"IPPSm"	"2-isopropylmalate synthase, mitochondrial"	"Irreversible"	0	"None"
3271	"ITCOALm"	"Itaconate--CoA ligase (ADP-forming), mitochondrial"	"Reversible"	"None"	"None"
1325	"KARA1im"	"acetohydroxy acid isomeroreductase, mitochondrial"	"Irreversible"	0	"None"
2962	"KARA2im"	"ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial"	"Irreversible"	0	"None"
2675	"KYN"	"kynureninase"	"Irreversible"	0	"None"
3489	"KYN3OX"	"kynurenine 3-monooxygenase"	"Irreversible"	0	"None"
1830	"Kt2r"	"potassium reversible transport  via proton symport"	"Reversible"	"None"	"None"
20457	"L-LACD2cm"	"L-Lactate dehydrogenase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
1552	"L-LACt2r"	"L-lactate reversible transport via proton symport"	"Reversible"	"None"	"None"
1295	"L-LACtm"	"L-lactate transport, mitochondrial"	"Reversible"	"None"	"None"
14004	"LALDO3"	"L-Lactaldehyde:NADP+ 1-oxidoreductase"	"Irreversible"	0	"None"
15161	"LANOSTAT_SC"	"Acyl-CoA:lanosterol acyltransferase, yeast-specific"	"Irreversible"	0	"None"
15210	"LANOSTESTH_SC"	"lanosterol ester hydrolase, yeast-specific"	"Irreversible"	0	"None"
15209	"LANOSTESTH_SCe"	"lanosterol ester hydrolase, yeast-specific (extracellular)"	"Irreversible"	0	"None"
15216	"LANOSTt"	"lanosterol reversible transport"	"Reversible"	"None"	"None"
2949	"LCADi"	"lactaldehyde dehydrogenase"	"Irreversible"	0	"None"
19561	"LCYSTintv"	"L-cystine transport via proton symport (vacuolar)"	"Irreversible"	0	"None"
82	"LEUTA"	"leucine transaminase"	"Reversible"	"None"	"None"
705	"LEUTAm"	"leucine transaminase, mitochondrial"	"Reversible"	"None"	"None"
2915	"LEUTRS"	"Leucyl-tRNA synthetase"	"Irreversible"	0	"None"
1696	"LEUTRSm"	"leucyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
2969	"LEUt2r"	"L-leucine reversible transport via proton symport"	"Reversible"	"None"	"None"
18739	"LEUt6"	"L-leucine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
18746	"LEUt7"	"L-leucine transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
457	"LGTHL"	"lactoylglutathione lyase"	"Irreversible"	0	"None"
3410	"LNS14DM"	"cytochrome P450 lanosterol 14-alpha-demethylase (NADP)"	"Irreversible"	0	"None"
19287	"LNS14DMx"	"cytochrome P450 lanosterol 14-alpha-demethylase (NAD)"	"Irreversible"	0	"None"
1995	"LNSTLS"	"lanosterol synthase"	"Irreversible"	0	"None"
13836	"LPCAT_SC"	"Lyso-phosphatidylcholine acyltransferase acyltransferase, yeast-specific"	"Irreversible"	0	"None"
3784	"LPP_SC"	"lipid phosphate phosphatase, yeast-specific"	"Irreversible"	0	"None"
13924	"LSERDHr"	"L-serine dehydrogenase"	"Reversible"	"None"	"None"
2918	"LYSTRS"	"Lysyl-tRNA synthetase"	"Irreversible"	0	"None"
1337	"LYSTRSm"	"Lysyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1941	"LYSt2m"	"Lysine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1373	"LYSt2r"	"L-lysine reversible transport via proton symport"	"Reversible"	"None"	"None"
18734	"LYSt6"	"L-lysine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
2669	"MACACI"	"maleylacetoacetate isomerase"	"Irreversible"	0	"None"
2165	"MALOAAtp"	"malate/oxaloacetate shuttle"	"Reversible"	"None"	"None"
2717	"MALS"	"malate synthase"	"Irreversible"	0	"None"
1169	"MALSp"	"malate synthase"	"Irreversible"	0	"None"
690	"MALT"	"alpha-glucosidase"	"Irreversible"	0	"None"
1546	"MALTt2"	"maltose transport in via proton symport"	"Irreversible"	0	"None"
1549	"MALt2r"	"L-malate reversible transport via proton symport"	"Reversible"	"None"	"None"
985	"MALtm"	"malate transport, mitochondrial"	"Reversible"	"None"	"None"
3674	"MAN1PT"	"mannose-1-phosphate guanylyltransferase"	"Irreversible"	0	"None"
244	"MAN6PI"	"mannose-6-phosphate isomerase"	"Reversible"	"None"	"None"
2317	"MANNANter"	"mannan endoplasmic reticulum transport via diffusion"	"Reversible"	"None"	"None"
1545	"MANt2"	"D-mannose transport in via proton symport"	"Irreversible"	0	"None"
1331	"MCITDm"	"2-methylcitrate dehydratase, mitochondrial"	"Reversible"	"None"	"None"
20493	"MCITL2m"	"methylisocitrate lyase"	"Irreversible"	0	"None"
20494	"MCITSm"	"2-methylcitrate synthase"	"Irreversible"	0	"None"
3441	"MCOATA"	"Malonyl-CoA-ACP transacylase"	"Reversible"	"None"	"None"
3337	"MCOATAm"	"Malonyl-CoA-ACP transacylase, mitochondrial"	"Reversible"	"None"	"None"
541	"MDH"	"malate dehydrogenase"	"Reversible"	"None"	"None"
543	"MDHm"	"malate dehydrogenase, mitochondrial"	"Reversible"	"None"	"None"
2716	"MDHp"	"malate dehydrogenase, peroxisomal"	"Reversible"	"None"	"None"
1630	"MDRPD"	"5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase"	"Irreversible"	0	"None"
2942	"ME1m"	"malic enzyme (NAD), mitochondrial"	"Irreversible"	0	"None"
540	"ME2m"	"malic enzyme (NADP), mitochondrial"	"Irreversible"	0	"None"
1553	"MELIBt2"	"melibiose transport in via symport"	"Irreversible"	0	"None"
1265	"MELTGH"	"Melibiitol galactohydrolase"	"Reversible"	"None"	"None"
369	"METAT"	"methionine adenosyltransferase"	"Irreversible"	0	"None"
2957	"METB1"	"metb1"	"Irreversible"	0	"None"
7846	"METS"	"methionine synthase"	"Irreversible"	0	"None"
1026	"METTRS"	"Methionyl-tRNA synthetase"	"Irreversible"	0	"None"
1693	"METTRSm"	"methionyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1939	"METt2m"	"methionine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1366	"METt2r"	"L-methionine reversible transport via proton symport"	"Reversible"	"None"	"None"
105	"MEVK1"	"mevalonate kinase (atp)"	"Irreversible"	0	"None"
1912	"MEVK2"	"mevalonate kinase (ctp)"	"Irreversible"	0	"None"
1913	"MEVK3"	"mevalonate kinase (gtp)"	"Irreversible"	0	"None"
1914	"MEVK4"	"mevalonate kinase (utp)"	"Irreversible"	0	"None"
3599	"MFAPS_SC"	"methylene-fatty-acyl-phospholipid synthase, yeast-specific"	"Irreversible"	0	"None"
269	"MGSA"	"methylglyoxal synthase"	"Irreversible"	0	"None"
1591	"MHPGLUT"	"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"	"Irreversible"	0	"None"
13720	"MI13456PKn"	"inositol-1,3,4,5,6-pentakisphosphate 2-kinase, nuclear"	"Irreversible"	0	"None"
10980	"MI1345PKn"	"inositol-1,3,4,5-triphosphate 6-kinase, nucleus"	"Irreversible"	0	"None"
10981	"MI1456PKn"	"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus"	"Irreversible"	0	"None"
10978	"MI145P6Kn"	"inositol-1,4,5-triphosphate 6-kinase, nucleus"	"Irreversible"	0	"None"
10979	"MI145PKn"	"inositol-1,4,5-trisphosphate 3-kinase, nucleus"	"Irreversible"	0	"None"
20513	"MI145Ptn"	"1D-myo-Inositol 1,4,5-trisphosphate nuclear transport via diffusion"	"Reversible"	"None"	"None"
2540	"MI1PP"	"myo-inositol 1-phosphatase"	"Irreversible"	0	"None"
2656	"MI1PS"	"myo-Inositol-1-phosphate synthase"	"Irreversible"	0	"None"
19592	"MINOHPtn"	"inositol hexakisphosphate nuclear transport (diffusion)"	"Reversible"	"None"	"None"
18522	"MIP2C124PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-1 (24C) phospholipase C"	"Irreversible"	0	"None"
18527	"MIP2C126PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-1 (26C) phospholipase C"	"Irreversible"	0	"None"
18528	"MIP2C224PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-2 (24C) phospholipase C"	"Irreversible"	0	"None"
18529	"MIP2C226PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-2 (26C) phospholipase C"	"Irreversible"	0	"None"
18530	"MIP2C324PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-3 (24C) phospholipase C"	"Irreversible"	0	"None"
18533	"MIP2C326PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-3 (26C) phospholipase C"	"Irreversible"	0	"None"
1889	"MIP2CS124_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 24C), yeast-specific"	"Irreversible"	0	"None"
3097	"MIP2CS126_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 26C), yeast-specific"	"Irreversible"	0	"None"
3058	"MIP2CS224_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 26C), yeast specific"	"Irreversible"	0	"None"
1903	"MIP2CS226_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific"	"Irreversible"	0	"None"
1904	"MIP2CS324_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific"	"Irreversible"	0	"None"
3059	"MIP2CS326_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific"	"Irreversible"	0	"None"
18508	"MIPC124PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-1 (24C) phospholipase C"	"Irreversible"	0	"None"
18509	"MIPC126PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-1 (26C) phospholipase C"	"Irreversible"	0	"None"
18510	"MIPC224PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-2 (24C) phospholipase C"	"Irreversible"	0	"None"
18511	"MIPC226PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-2 (26C) phospholipase C"	"Irreversible"	0	"None"
18513	"MIPC324PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-3 (24C) phospholipase C"	"Irreversible"	0	"None"
18515	"MIPC326PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-3 (26C) phospholipase C"	"Irreversible"	0	"None"
3610	"MIPCS124_SC"	"mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific"	"Irreversible"	0	"None"
3611	"MIPCS126_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific"	"Irreversible"	0	"None"
3613	"MIPCS224_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific"	"Irreversible"	0	"None"
3612	"MIPCS226_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific"	"Irreversible"	0	"None"
3614	"MIPCS324_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific"	"Irreversible"	0	"None"
3615	"MIPCS326_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific"	"Irreversible"	0	"None"
2422	"MMETt2"	"S-methylmethionine permease"	"Irreversible"	0	"None"
2786	"MOHMT"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"Irreversible"	0	"None"
7109	"MTAP"	"5'-methylthioadenosine phosphorylase"	"Irreversible"	0	"None"
7850	"MTHFC"	"methenyltetrahydrofolate cyclohydrolase"	"Reversible"	"None"	"None"
7852	"MTHFCm"	"methenyltetrahydrifikate cyclohydrolase, mitochondrial"	"Reversible"	"None"	"None"
7853	"MTHFD"	"methylenetetrahydrofolate dehydrogenase (NADP)"	"Reversible"	"None"	"None"
7854	"MTHFD2i"	"methylenetetrahydrofolate dehydrogenase (NAD)"	"Irreversible"	0	"None"
7855	"MTHFDm"	"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial"	"Reversible"	"None"	"None"
7858	"MTHFR3"	"5,10-methylenetetrahydrofolatereductase (NADPH)"	"Irreversible"	0	"None"
301	"MTRI"	"5-methylthioribose-1-phosphate isomerase"	"Reversible"	"None"	"None"
1414	"NABTNO"	"N4-Acetylaminobutanal:NAD+ oxidoreductase"	"Irreversible"	0	"None"
21800	"NACt"	"Nicotinic acid transport"	"Reversible"	"None"	"None"
1856	"NADDPp"	"NAD diphosphatase, peroxisomal"	"Irreversible"	0	"None"
1765	"NADH2-u6cm"	"NADH dehydrogenase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
3030	"NADH2-u6m"	"NADH dehydrogenase, mitochondrial"	"Irreversible"	0	"None"
33	"NADK"	"NAD kinase"	"Irreversible"	0	"None"
2999	"NADKm"	"NAD kinase, mitochondrial"	"Irreversible"	0	"None"
171	"NADN"	"NAD nucleosidase"	"Irreversible"	0	"None"
1817	"NADNm"	"NAD nucleosidase, mitochondrial"	"Irreversible"	0	"None"
811	"NADPPPS"	"NADP phosphatase"	"Irreversible"	0	"None"
1574	"NADPPPSm"	"NADP phosphatase"	"Irreversible"	0	"None"
21798	"NADPt"	"NADP transporter"	"Reversible"	"None"	"None"
3546	"NADS1"	"NAD synthase (nh3)"	"Irreversible"	0	"None"
5531	"NADS1n"	"NAD synthase (nh3), nuclear"	"Irreversible"	0	"None"
19526	"NADtn"	"NAD transport, nuclear through pores"	"Reversible"	"None"	"None"
1745	"NAPRT"	"NAPRTase"	"Irreversible"	0	"None"
1816	"NAPRTm"	"NAPRTase, mitochondrial"	"Irreversible"	0	"None"
1085	"NAt3_1"	"sodium proton antiporter (H:NA is 1:1)"	"Reversible"	"None"	"None"
796	"NDP1"	"nucleoside-diphosphatase (ADP)"	"Irreversible"	0	"None"
798	"NDP3"	"nucleoside-diphosphatase (GDP)"	"Irreversible"	0	"None"
1857	"NDP3g"	"nucleoside-diphosphatase (GDP), Golgi"	"Irreversible"	0	"None"
799	"NDP4"	"nucleoside-diphosphatase (dGDP)"	"Irreversible"	0	"None"
802	"NDP7"	"nucleoside-diphosphatase (UDP)"	"Irreversible"	0	"None"
2816	"NDPK1"	"nucleoside-diphosphate kinase (ATP:GDP)"	"Reversible"	"None"	"None"
190	"NDPK2"	"nucleoside-diphosphate kinase (ATP:UDP)"	"Reversible"	"None"	"None"
191	"NDPK3"	"nucleoside-diphosphate kinase (ATP:CDP)"	"Reversible"	"None"	"None"
192	"NDPK4"	"nucleoside-diphosphate kinase (ATP:dTDP)"	"Reversible"	"None"	"None"
443	"NDPK5"	"nucleoside-diphosphate kinase (ATP:dGDP)"	"Reversible"	"None"	"None"
132	"NDPK6"	"nucleoside-diphosphate kinase (ATP:dUDP)"	"Reversible"	"None"	"None"
2801	"NDPK7"	"nucleoside-diphosphate kinase (ATP:dCDP)"	"Reversible"	"None"	"None"
133	"NDPK8"	"nucleoside-diphosphate kinase (ATP:dADP)"	"Reversible"	"None"	"None"
1438	"NDPK9"	"nucleoside-diphosphate kinase (ATP:IDP)"	"Reversible"	"None"	"None"
19438	"NFORTYRt"	"N,N-bisformyl-dityrosine transport (extracellular)"	"Irreversible"	0	"None"
19436	"NFTYROX"	"N-formyltyrosine oxidase"	"Irreversible"	0	"None"
1382	"NH4t"	"ammonia reversible transport"	"Reversible"	"None"	"None"
18462	"NH4ti"	"ammonia transport (efflux, cytosol to extracellular)"	"Irreversible"	0	"None"
1417	"NH4tm"	"NH3 mitochondrial transport"	"Reversible"	"None"	"None"
19374	"NH4tn"	"ammonia nuclear transport"	"Reversible"	"None"	"None"
2280	"NH4tp"	"ammonia peroxisomal transport"	"Reversible"	"None"	"None"
146	"NMNAT"	"nicotinamide-nucleotide adenylyltransferase"	"Irreversible"	0	"None"
1811	"NMNATm"	"nicotinamide-nucleotide adenylyltransferase, mitochondrial"	"Irreversible"	0	"None"
1154	"NMNTP"	"nmntp"	"Irreversible"	0	"None"
2276	"NMNt2m"	"NMN mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
2277	"NMNt2p"	"NMN peroxisomal transport via proton symport"	"Reversible"	"None"	"None"
3317	"NNAMr"	"nicotinamidase, reversible"	"Reversible"	"None"	"None"
3316	"NNAMrm"	"nicotinamidase, reversible, mitochondrial"	"Reversible"	"None"	"None"
173	"NNAT"	"nicotinate-nucleotide adenylyltransferase"	"Irreversible"	0	"None"
1810	"NNATm"	"nicotinate-nucleotide adenylyltransferase, mitochondrial"	"Irreversible"	0	"None"
2769	"NNDPR"	"nicotinate-nucleotide diphosphorylase (carboxylating)"	"Irreversible"	0	"None"
1809	"NNDPRm"	"nicotinate-nucleotide diphosphorylase (carboxylating), mitochondrial"	"Irreversible"	0	"None"
10512	"NNMT"	"Nicotinamide N-methyltransferase"	"Irreversible"	0	"None"
2697	"NTD1"	"5'-nucleotidase (dUMP)"	"Irreversible"	0	"None"
175	"NTD10"	"5'-nucleotidase (XMP)"	"Irreversible"	0	"None"
176	"NTD11"	"5'-nucleotidase (IMP)"	"Irreversible"	0	"None"
