"Abbreviation"	"OfficialName"	"Equation"	"subSystem"	"GeneAssociation"	"ValidTarget"	"ValidTarget-test"
"PI4P5K_SC"	"phosphatidylinositol-4-phosphate 5-kinase, yeast-specfic"	"[c] : atp + (0.01) ptd4ino-SC --> adp + h + (0.01) ptd145bp-SC"	"Phospholipid Biosynthesis"	"YDR208W"	"TRUE"	"FALSE"
"PIN3K_SC"	"1-phosphatidylinositol 3-kinase, yeast-specific"	"[c] : atp + (0.01) ptd1ino-SC --> adp + h + (0.01) ptd3ino-SC"	"Phospholipid Biosynthesis"	"YKL203C, YLR240W, YJR066W"	"TRUE"	"FALSE"
"PIN4K_SC"	"phosphatidylinositol 4-kinase, yeast-specific"	"[c] : atp + (0.01) ptd1ino-SC --> adp + h + (0.01) ptd4ino-SC"	"Phospholipid Biosynthesis"	"YNL267W, YLR305C"	"TRUE"	"FALSE"
"PIN4Kn_SC"	"phosphatidylinositol 4-kinase, nuclear, yeast-specifc"	"[n] : atp + (0.01) ptd1ino-SC --> adp + h + (0.01) ptd4ino-SC"	"Phospholipid Biosynthesis"	"YNL267W"	"TRUE"	"FALSE"
"PINOS_SC"	"phosphatidylinositol synthase, yeast-specific"	"[c] : (0.01) cdpdag-SC + inost --> cmp + h + (0.01) ptd1ino-SC"	"Phospholipid Biosynthesis"	"YPR113W"	"TRUE"	"FALSE"
"PIt2m"	"phosphate transporter, mitochondrial"	"h[c] + pi[c] <==> h[m] + pi[m]"	"Transport, Mitochondrial"	"YJR077C"	"TRUE"	"FALSE"
"PIt2n"	"phosphate nuclear transport via proton symport"	"h[c] + pi[c] <==> h[n] + pi[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"PIt2p"	"phosphate peroxisomal transport via proton symport"	"h[c] + pi[c] <==> h[x] + pi[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"PIt2r"	"phosphate reversible transport via symport"	"h[e] + pi[e] <==> h[c] + pi[c]"	"Transport, Extracellular"	"YCR037C, YNR013C, YJL198W, YML123C, YBR296C"	"TRUE"	"FALSE"
"PIt2v"	"phosphate vacuolar transport via proton symport"	"h[c] + pi[c] <==> h[v] + pi[v]"	"Transport, Vacuolar"		"TRUE"	"FALSE"
"PIt5m"	"phosphate transport via hydroxide ion symport, mitochondrial"	"oh1[m] + pi[c] <==> oh1[c] + pi[m]"	"Transport, Mitochondrial"	"YER053C"	"TRUE"	"FALSE"
"PLBP1I_SCe"	"phospholipase B (phosphatidylinositol), yeast-specific (extracellular)"	"[e] : h2o + (0.005) ptd1ino-SC --> (0.02) dca + (0.06) ddca + (0.5) g3pi + h + (0.27) hdca + (0.17) hdcea + (0.05) ocdca + (0.24) ocdcea + (0.09) ocdcya + (0.1) ttdca"	"Phospholipid Metabolism"	"YMR008C, YOL011W, YMR006C"	"TRUE"	"FALSE"
"PLBPC_SC"	"phospholipase B (phosphatidylcholine), yeast-specific"	"[c] : h2o + (0.005) pc-SC --> (0.02) dca + (0.06) ddca + (0.5) g3pc + h + (0.27) hdca + (0.17) hdcea + (0.05) ocdca + (0.24) ocdcea + (0.09) ocdcya + (0.1) ttdca"	"Phospholipid Metabolism"	"YML059C"	"TRUE"	"FALSE"
"PLBPC_SCe"	"phospholipase B (phosphatidylcholine), yeast-specific (extracellular)"	"[e] : h2o + (0.005) pc-SC --> (0.02) dca + (0.06) ddca + (0.5) g3pc + h + (0.27) hdca + (0.17) hdcea + (0.05) ocdca + (0.24) ocdcea + (0.09) ocdcya + (0.1) ttdca"	"Phospholipid Metabolism"	"YMR008C, YMR006C"	"TRUE"	"FALSE"
"PLD_SC"	"phospholipase D, yeast-specific"	"[c] : h2o + (0.01) pc-SC --> chol + h + (0.01) pa-SC"	"Phospholipid Metabolism"	"YKR031C"	"TRUE"	"FALSE"
"PMANM"	"phosphomannomutase"	"[c] : man1p <==> man6p"	"Fructose and Mannose Metabolism"	"YFL045C"	"TRUE"	"FALSE"
"PMDPHT"	"pyrimidine phosphatase"	"[c] : 5aprbu + h2o --> 4r5au + pi"	"Riboflavin Metabolism"		"TRUE"	"FALSE"
"PMETM_SC"	"Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific"	"[c] : amet + (0.01) ptd2meeta-SC --> ahcys + h + (0.01) pc-SC"	"Phospholipid Biosynthesis"	"YJR073C"	"TRUE"	"FALSE"
"PMEVK"	"phosphomevalonate kinase"	"[c] : 5pmev + atp --> 5dpmev + adp"	"Sterol Metabolism"	"YMR220W"	"TRUE"	"FALSE"
"PMI12346PH"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase"	"[c] : h2o + ppmi12346p --> h + minohp + pi"	"Phospholipid Metabolism"	"YOR163W"	"TRUE"	"FALSE"
"PMI12346PS"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase"	"[c] : atp + minohp --> adp + ppmi12346p"	"Phospholipid Metabolism"	"YDR017C"	"TRUE"	"FALSE"
"PMI1346PH"	"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase"	"[c] : h2o + ppmi1346p --> h + mi13456p + pi"	"Phospholipid Metabolism"	"YOR163W"	"TRUE"	"FALSE"
"PMI1346PS"	"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase"	"[c] : atp + mi13456p --> adp + ppmi1346p"	"Phospholipid Metabolism"	"YDR017C"	"TRUE"	"FALSE"
"PMPK"	"phosphomethylpyrimidine kinase"	"[c] : 4ampm + atp --> 2mahmp + adp"	"Thiamine Metabolism"	"YOL055C, YPL258C"	"TRUE"	"FALSE"
"PNP"	"purine-nucleoside phosphorylase"	"[c] : pi + rnam <==> h + ncam + r1p"	"NAD Biosynthesis"		"TRUE"	"FALSE"
"PNTK"	"pantothenate kinase"	"[c] : atp + pnto-R --> 4ppan + adp + h"	"Pantothenate and CoA Biosynthesis"	"YDR531W"	"TRUE"	"FALSE"
"PNTOt2"	"Pantothenate reversible transport via proton symport"	"h[e] + pnto-R[e] <==> h[c] + pnto-R[c]"	"Transport, Extracellular"	"YCR028C"	"TRUE"	"FALSE"
"POLYAO"	"polyamine oxidase"	"[c] : N1aspmd + h2o + o2 --> aproa + aprut + h2o2"	"Pantothenate and CoA Biosynthesis"	"YMR020W"	"TRUE"	"FALSE"
"POLYAO2"	"poylamine oxidase"	"[c] : N1sprm + h2o + o2 --> N1aspmd + aproa + h2o2"	"Pantothenate and CoA Biosynthesis"	"YMR020W"	"TRUE"	"FALSE"
"POLYAO3"	"poylamine oxidase"	"[c] : h2o + o2 + sprm --> aproa + h2o2 + spmd"	"Pantothenate and CoA Biosynthesis"	"YMR020W"	"TRUE"	"FALSE"
"PPA"	"inorganic diphosphatase"	"[c] : h2o + ppi --> h + (2) pi"	"Oxidative Phosphorylation"	"YBR011C"	"TRUE"	"FALSE"
"PPAm"	"inorganic diphosphatase"	"[m] : h2o + ppi --> h + (2) pi"	"Oxidative Phosphorylation"	"YMR267W"	"TRUE"	"FALSE"
"PPBNGS"	"porphobilinogen synthase"	"[c] : (2) 5aop --> h + (2) h2o + ppbng"	"Porphyrin and Chlorophyll Metabolism"	"YGL040C"	"TRUE"	"FALSE"
"PPCDC"	"phosphopantothenoylcysteine decarboxylase"	"[c] : 4ppcys + h --> co2 + pan4p"	"Pantothenate and CoA Biosynthesis"		"TRUE"	"FALSE"
"PPCK"	"phosphoenolpyruvate carboxykinase"	"[c] : atp + oaa --> adp + co2 + pep"	"Anaplerotic reactions"	"YKR097W"	"TRUE"	"FALSE"
"PPM"	"phosphopentomutase"	"[c] : r1p <==> r5p"	"Pentose Phosphate Pathway"	"YKL127W, YMR105C"	"TRUE"	"FALSE"
"PPNCL2"	"phosphopantothenate-cysteine ligase"	"[c] : 4ppan + ctp + cys-L --> 4ppcys + cmp + h + ppi"	"Pantothenate and CoA Biosynthesis"		"TRUE"	"FALSE"
"PPND"	"prephenate dehydrogenase"	"[c] : nad + pphn --> 34hpp + co2 + nadh"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"		"TRUE"	"FALSE"
"PPND2"	"prephenate dehydrogenase (NADP)"	"[c] : nadp + pphn --> 34hpp + co2 + nadph"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YBR166C"	"TRUE"	"FALSE"
"PPNDH"	"prephenate dehydratase"	"[c] : h + pphn --> co2 + h2o + phpyr"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YNL316C"	"TRUE"	"FALSE"
"PPPG9tm"	"protoporphyrinogen IX mitochondrial transport"	"pppg9[c] <==> pppg9[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"PPPGOm"	"protoporphyrinogen oxidase, mitochondrial"	"[m] : (3) o2 + (2) pppg9 --> (6) h2o + (2) ppp9"	"Porphyrin and Chlorophyll Metabolism"	"YER014W"	"TRUE"	"FALSE"
"PPTTm"	"trans-pentaprenyltranstransferase, mitochondrial"	"[m] : ipdp + pendp --> hexdp + ppi"	"Quinone Biosynthesis"	"YBR003W"	"TRUE"	"FALSE"
"PPYRDC"	"Phenylpyruvate decarboxylase"	"[c] : h + phpyr --> co2 + pacald"	"Complex Alcohol Metabolism"	"YLR044C, YLR134W, YDR380W, YGR087C"	"TRUE"	"FALSE"
"PRAGSr"	"phosphoribosylglycinamide synthase"	"[c] : atp + gly + pram <==> adp + gar + h + pi"	"Purine and Pyrimidine Biosynthesis"	"YGL234W"	"TRUE"	"FALSE"
"PRAIi"	"phosphoribosylanthranilate isomerase (irreversible)"	"[c] : pran --> 2cpr5p"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR007W"	"TRUE"	"FALSE"
"PRAIS"	"phosphoribosylaminoimidazole synthase"	"[c] : atp + fpram --> adp + air + (2) h + pi"	"Purine and Pyrimidine Biosynthesis"	"YGL234W"	"TRUE"	"FALSE"
"PRAMPC"	"phosphoribosyl-AMP cyclohydrolase"	"[c] : h2o + prbamp --> prfp"	"Histidine Metabolism"	"YCL030C"	"TRUE"	"FALSE"
"PRASCS"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	"[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi"	"Purine and Pyrimidine Biosynthesis"	"YAR015W"	"TRUE"	"FALSE"
"PRATPP"	"phosphoribosyl-ATP pyrophosphatase"	"[c] : h2o + prbatp --> h + ppi + prbamp"	"Histidine Metabolism"	"YCL030C"	"TRUE"	"FALSE"
"PRFGS"	"phosphoribosylformylglycinamidine synthase"	"[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + h + pi"	"Purine and Pyrimidine Biosynthesis"	"YGR061C"	"TRUE"	"FALSE"
"PRMICIi"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)"	"[c] : prfp --> prlp"	"Histidine Metabolism"	"YIL020C"	"TRUE"	"FALSE"
"PRO1xm"	"proline oxidase (NAD), mitochondrial"	"[m] : nad + pro-L --> 1pyr5c + (2) h + nadh"	"Arginine and Proline Metabolism"	"YLR142W"	"TRUE"	"FALSE"
"PROt2r"	"L-proline reversible transport via proton symport"	"h[e] + pro-L[e] <==> h[c] + pro-L[c]"	"Transport, Extracellular"	"YOR348C, YKR039W"	"TRUE"	"FALSE"
"PROtm"	"L-proline transport, mitochondrial"	"pro-L[c] <==> pro-L[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"PROTRS"	"Prolyl-tRNA synthetase"	"[c] : atp + pro-L + trnapro --> amp + ppi + protrna"	"tRNA charging"	"YER087W, YHR020W"	"TRUE"	"FALSE"
"PRPPS"	"phosphoribosylpyrophosphate synthetase"	"[c] : atp + r5p <==> amp + h + prpp"	"Histidine Metabolism"	"YOL061W, YHL011C, YBL068W, YER099C, YKL181W"	"TRUE"	"FALSE"
"PRPPtm"	"PRPP reversible transport, mitochondrial"	"prpp[c] <==> prpp[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"PSCVTi"	"3-phosphoshikimate 1-carboxyvinyltransferase, irreversible"	"[c] : pep + skm5p --> 3psme + pi"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR127W"	"TRUE"	"FALSE"
"PSERDg_SC"	"phosphatidylserine decarboxylase, yeast-specific, Golgi"	"[g] : h + (0.01) ps-SC --> co2 + (0.01) pe-SC"	"Phospholipid Biosynthesis"	"YGR170W"	"TRUE"	"FALSE"
"PSERDm_SC"	"phosphatidylserine decarboxylase, yeast-specific, mitochondrial"	"[m] : h + (0.01) ps-SC --> co2 + (0.01) pe-SC"	"Phospholipid Biosynthesis"	"YNL169C"	"TRUE"	"FALSE"
"PSERDv_SC"	"phosphatidylserine decarboxylase, yeast-specific, vacuolar"	"[v] : h + (0.01) ps-SC --> co2 + (0.01) pe-SC"	"Phospholipid Biosynthesis"	"YGR170W"	"TRUE"	"FALSE"
"PSERS_SC"	"phosphatidylserine synthase, yeast-specific"	"[c] : (0.01) cdpdag-SC + ser-L <==> cmp + h + (0.01) ps-SC"	"Phospholipid Biosynthesis"	"YER026C"	"TRUE"	"FALSE"
"PSERSm_SC"	"phosphatidylserine synthase, yeast-specific, mitochondrial"	"[m] : (0.01) cdpdag-SC + ser-L <==> cmp + h + (0.01) ps-SC"	"Phospholipid Biosynthesis"	"YER026C"	"TRUE"	"FALSE"
"PSERT"	"phosphoserine transaminase"	"[c] : 3php + glu-L --> akg + pser-L"	"Glycine and Serine Metabolism"	"YOR184W"	"TRUE"	"FALSE"
"PSP_L"	"phosphoserine phosphatase (L-serine)"	"[c] : h2o + pser-L --> pi + ser-L"	"Glycine and Serine Metabolism"	"YGR208W"	"TRUE"	"FALSE"
"PSPH1Pter"	"phytosphinganine 1-phosphate endoplasmic reticular transport"	"psph1p[c] --> psph1p[r]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"PSPHPL"	"phytosphingosine phosphate lyase"	"[c] : psph1p --> 2hhxdal + ethamp"	"Sphingolipid Metabolism"	"YDR294C"	"TRUE"	"FALSE"
"PSPHS"	"Phytosphingosine synthesis"	"[c] : h + nadph + o2 + sphgn --> h2o + nadp + psphings"	"Sphingolipid Metabolism"	"YDR297W"	"TRUE"	"FALSE"
"PStg_SC"	"phosphatidylserine Golgi transport, yeast-specific"	"ps-SC[c] <==> ps-SC[g]"	"Transport, Golgi Apparatus"		"TRUE"	"FALSE"
"PStm_SC"	"phosphatidylserine mitochondrial  transport, yeast-specific"	"ps-SC[c] <==> ps-SC[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"PStv_SC"	"phosphatidylserine vacuolar transport, yeast-specific"	"ps-SC[c] <==> ps-SC[v]"	"Transport, Vacuolar"		"TRUE"	"FALSE"
"PTD1INOtn_SC"	"phosphatidyl-1D-myo-insoitol nuclear transport, yeast-specific"	"ptd1ino-SC[c] <==> ptd1ino-SC[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"PTD4INOtn_SC"	"phosphatidyl-1D-myo-4-inositol nuclear transport, yeast-specific"	"ptd4ino-SC[c] <==> ptd4ino-SC[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"PTE10x"	"peroxisomal acyl-CoA thioesterase"	"[x] : dcacoa + h2o --> coa + dca + h"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE11x"	"peroxisomal acyl-CoA thioesterase"	"[x] : ddcacoa + h2o --> coa + ddca + h"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE12x"	"peroxisomal acyl-CoA thioesterase"	"[x] : h2o + ttccoa --> coa + h + ttc"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE2x"	"peroxisomal acyl-CoA thioesterase"	"[x] : h2o + pmtcoa --> coa + h + hdca"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE7x"	"peroxisomal acyl-CoA thioesterase"	"[x] : h2o + tdcoa --> coa + h + ttdca"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE8x"	"peroxisomal acyl-CoA thioesterase"	"[x] : h2o + stcoa --> coa + h + ocdca"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTE9x"	"peroxisomal acyl-CoA thioesterase"	"[x] : h2o + occoa --> coa + h + octa"	"Fatty Acid Degradation"	"YJR019C"	"TRUE"	"FALSE"
"PTPATi"	"pantetheine-phosphate adenylyltransferase"	"[c] : atp + h + pan4p --> dpcoa + ppi"	"Pantothenate and CoA Biosynthesis"		"TRUE"	"FALSE"
"PTPATim"	"panthetheine-phosphate adenylyltransferase"	"[m] : atp + h + pan4p --> dpcoa + ppi"	"Pantothenate and CoA Biosynthesis"		"TRUE"	"FALSE"
"PTRCt3i"	"putrescine transport in via proton antiport, irreversible"	"h[c] + ptrc[e] --> h[e] + ptrc[c]"	"Transport, Extracellular"	"YLL028W, YOR273C"	"TRUE"	"FALSE"
"PTRCtex2"	"putrescine excretion (cytosol to extracellular)"	"ptrc[c] --> ptrc[e]"	"Transport, Extracellular"	"YKL174C"	"TRUE"	"FALSE"
"PUNP1"	"purine-nucleoside phosphorylase (Adenosine)"	"[c] : adn + pi <==> ade + r1p"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP1m"	"purine-nucleoside phosphorylase (Adenosine), mitochondrial"	"[m] : adn + pi <==> ade + r1p"	"NAD Biosynthesis"	"YLR209C"	"TRUE"	"FALSE"
"PUNP2"	"purine-nucleoside phosphorylase (Deoxyadenosine)"	"[c] : dad-2 + pi <==> 2dr1p + ade"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP3"	"purine-nucleoside phosphorylase (Guanosine)"	"[c] : gsn + pi <==> gua + r1p"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP3m"	"purine-nucleoside phosphorylase (Guanosine), mitochondrial"	"[m] : gsn + pi <==> gua + r1p"	"NAD Biosynthesis"	"YLR209C"	"TRUE"	"FALSE"
"PUNP4"	"purine-nucleoside phosphorylase (Deoxyguanosine)"	"[c] : dgsn + pi <==> 2dr1p + gua"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP5"	"purine-nucleoside phosphorylase (Inosine)"	"[c] : ins + pi <==> hxan + r1p"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP6"	"purine-nucleoside phosphorylase (Deoxyinosine)"	"[c] : din + pi <==> 2dr1p + hxan"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PUNP7"	"purine-nucleoside phosphorylase (Xanthosine)"	"[c] : pi + xtsn <==> r1p + xan"	"Nucleotide Salvage Pathway"	"YLR209C"	"TRUE"	"FALSE"
"PYAM5PO"	"pyridoxamine 5'-phosphate oxidase"	"[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p"	"Pyridoxine Metabolism"	"YBR035C"	"TRUE"	"FALSE"
"PYDAMK"	"pyridoxamine kinase"	"[c] : atp + pydam --> adp + h + pyam5p"	"Pyridoxine Metabolism"		"TRUE"	"FALSE"
"PYDXK"	"pyridoxal kinase"	"[c] : atp + pydx --> adp + h + pydx5p"	"Pyridoxine Metabolism"		"TRUE"	"FALSE"
"PYDXNK"	"pyridoxine kinase"	"[c] : atp + pydxn --> adp + h + pdx5p"	"Pyridoxine Metabolism"		"TRUE"	"FALSE"
"PYDXNO"	"pyridoxine oxidase"	"[c] : o2 + pydxn <==> h2o2 + pydx"	"Pyridoxine Metabolism"	"YBR035C"	"TRUE"	"FALSE"
"PYDXO"	"pyridoxal oxidase"	"[c] : (2) h2o + nh4 + (0.5) o2 + pydx <==> (2) h2o2 + pydam"	"Pyridoxine Metabolism"	"YBR035C"	"TRUE"	"FALSE"
"PYK"	"pyruvate kinase"	"[c] : adp + h + pep --> atp + pyr"	"Glycolysis/Gluconeogenesis"	"YAL038W, YOR347C"	"TRUE"	"FALSE"
"PYNP2r"	"pyrimidine-nucleoside phosphorylase (uracil)"	"[c] : pi + uri <==> r1p + ura"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"PYR5CDm"	"D1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"	"[m] : glu5sa + h2o + nadp --> glu-L + (2) h + nadph"	"Glutamate metabolism"	"YHR037W"	"TRUE"	"FALSE"
"PYRDC"	"pyruvate decarboxylase"	"[c] : h + pyr --> acald + co2"	"Pyruvate Metabolism"	"YLR044C, YLR134W, YGR087C"	"TRUE"	"FALSE"
"PYRDC2"	"pyruvate decarboxylase (acetoin-forming)"	"[c] : acald + h + pyr --> actn-R + co2"	"Pyruvate Metabolism"	"YLR044C, YLR134W, YGR087C"	"TRUE"	"FALSE"
"PYRt"	"Pyruvate exchange, diffusion"	"pyr[c] --> pyr[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"PYRt2"	"pyruvate transport in via proton symport"	"h[e] + pyr[e] --> h[c] + pyr[c]"	"Transport, Extracellular"	"YKL217W"	"TRUE"	"FALSE"
"PYRt2m"	"pyruvate mitochondrial transport via proton symport"	"h[c] + pyr[c] <==> h[m] + pyr[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"PYRt2p"	"pyruvate peroxisomal transport via proton symport"	"h[c] + pyr[c] <==> h[x] + pyr[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"QUILSYN"	"Quinolinate Synthase (Eukaryotic)"	"[c] : cmusa --> h + h2o + quln"	"Quinone Biosynthesis"		"TRUE"	"FALSE"
"QULNS"	"quinolinate synthase"	"[c] : dhap + iasp --> (2) h2o + pi + quln"	"Folate Metabolism"		"TRUE"	"FALSE"
"QULNtm"	"Quinolinate reversible mitochondrial transport"	"quln[c] <==> quln[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"RAFGH"	"Raffinose galactohydrolase"	"[c] : h2o + raffin --> gal + sucr"	"Galactose metabolism"	"YBR184W"	"TRUE"	"FALSE"
"RBFK"	"riboflavin kinase"	"[c] : atp + ribflv --> adp + fmn + h"	"Riboflavin Metabolism"	"YDR236C"	"TRUE"	"FALSE"
"RBFKm"	"riboflavin kinase, mitochondrial"	"[m] : atp + ribflv --> adp + fmn + h"	"Riboflavin Metabolism"	"YDR236C"	"TRUE"	"FALSE"
"RBFSa"	"riboflavin synthase"	"[c] : 4r5au + db4p --> dmlz + (2) h2o + pi"	"Riboflavin Metabolism"	"YOL143C"	"TRUE"	"FALSE"
"RBFSb"	"riboflavin synthase"	"[c] : (2) dmlz --> 4r5au + ribflv"	"Riboflavin Metabolism"	"YBR256C"	"TRUE"	"FALSE"
"RBK"	"ribokinase"	"[c] : atp + rib-D --> adp + h + r5p"	"Pentose Phosphate Pathway"	"YCR036W"	"TRUE"	"FALSE"
"RIBFLVt2"	"riboflavin transport in via proton symport"	"h[e] + ribflv[e] --> h[c] + ribflv[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"RIBFLVtm"	"Riboflavin reversible mitochondrial transport"	"ribflv[c] <==> ribflv[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"RIBt2"	"ribose transport in via proton symporter"	"h[e] + rib-D[e] --> h[c] + rib-D[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"RNDR1"	"ribonucleoside-diphosphate reductase (ADP)"	"[c] : adp + trdrd --> dadp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YJL026W+YIL066C, YGR209C, YER070W+YJL026W, YLR043C"	"TRUE"	"FALSE"
"RNDR1n"	"ribonucleoside-diphosphate reductase, nuclear"	"[n] : adp + trdrd --> dadp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YGR180C+YER070W, YLR043C, YGR180C+YIL066C"	"TRUE"	"FALSE"
"RNDR2"	"ribonucleoside-diphosphate reductase (GDP)"	"[c] : gdp + trdrd --> dgdp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YER070W+YJL026W, YLR043C"	"TRUE"	"FALSE"
"RNDR2n"	"ribonucleoside-diphosphate reductase (GDP), nuclear"	"[n] : gdp + trdrd --> dgdp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YGR180C+YER070W, YLR043C"	"TRUE"	"FALSE"
"RNDR3"	"ribonucleoside-diphosphate reductase (CDP)"	"[c] : cdp + trdrd --> dcdp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YER070W+YJL026W, YLR043C"	"TRUE"	"FALSE"
"RNDR3n"	"ribonucleoside-diphosphate reductase (CDP), nuclear"	"[n] : cdp + trdrd --> dcdp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YGR180C+YER070W, YLR043C"	"TRUE"	"FALSE"
"RNDR4"	"ribonucleoside-diphosphate reductase (UDP)"	"[c] : trdrd + udp --> dudp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YER070W+YJL026W, YLR043C"	"TRUE"	"FALSE"
"RNDR4n"	"ribonucleoside-diphosphate reductase (UDP), nuclear"	"[n] : trdrd + udp --> dudp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YGR180C+YER070W, YLR043C"	"TRUE"	"FALSE"
"RNMK"	"ribosylnicotinamide kinase"	"[c] : atp + rnam --> adp + h + nmn"	"NAD Biosynthesis"	"YNL129W"	"TRUE"	"FALSE"
"RNTR1"	"ribonucleoside-triphosphate reductase (ATP)"	"[c] : atp + trdrd --> datp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YLR043C"	"TRUE"	"FALSE"
"RNTR2"	"ribonucleoside-triphosphate reductase (GTP)"	"[c] : gtp + trdrd --> dgtp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YLR043C"	"TRUE"	"FALSE"
"RNTR3"	"ribonucleoside-triphosphate reductase (CTP)"	"[c] : ctp + trdrd --> dctp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YLR043C"	"TRUE"	"FALSE"
"RNTR4"	"ribonucleoside-triphosphate reductase (UTP)"	"[c] : trdrd + utp --> dutp + h2o + trdox"	"Nucleotide Salvage Pathway"	"YGR209C, YLR043C"	"TRUE"	"FALSE"
"RPE"	"ribulose 5-phosphate 3-epimerase"	"[c] : ru5p-D <==> xu5p-D"	"Pentose Phosphate Pathway"	"YJL121C"	"TRUE"	"FALSE"
"RPI"	"ribose-5-phosphate isomerase"	"[c] : r5p <==> ru5p-D"	"Pentose Phosphate Pathway"	"YOR095C"	"TRUE"	"FALSE"
"SACCD1"	"saccharopine dehydrogenase (NADP, L-glutamate forming)"	"[c] : L2aadp6sa + glu-L + h + nadph <==> h2o + nadp + saccrp-L"	"Threonine and Lysine Metabolism"	"YNR050C"	"TRUE"	"FALSE"
"SACCD2"	"saccharopine dehydrogenase (NAD, L-lysine forming)"	"[c] : h2o + nad + saccrp-L <==> akg + h + lys-L + nadh"	"Threonine and Lysine Metabolism"	"YIR034C"	"TRUE"	"FALSE"
"SADT"	"sulfate adenylyltransferase"	"[c] : atp + h + so4 --> aps + ppi"	"Cysteine Metabolism"	"YJR010W"	"TRUE"	"FALSE"
"SAM24MT"	"S-adenosyl-methionine delta-24-sterol-c-methyltransferase"	"[c] : amet + zymst --> ahcys + fecost + h"	"Sterol Metabolism"	"YML008C"	"TRUE"	"FALSE"
"SBPP1er"	"sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum"	"[r] : h2o + sph1p --> pi + sphgn"	"Sphingolipid Metabolism"	"YKR053C, YJL134W"	"TRUE"	"FALSE"
